,valid,date,time,hour,sky_coverage
2926,2023-09-27 19:51:00,2023-09-27,19:51:00,19,FEW
2927,2023-09-27 20:51:00,2023-09-27,20:51:00,20,OVC
2928,2023-09-27 21:51:00,2023-09-27,21:51:00,21,OVC
2929,2023-09-27 22:51:00,2023-09-27,22:51:00,22,OVC
2930,2023-09-27 23:51:00,2023-09-27,23:51:00,23,OVC
2931,2023-09-28 00:51:00,2023-09-28,00:51:00,0,OVC
2932,2023-09-28 01:51:00,2023-09-28,01:51:00,1,OVC
2933,2023-09-28 02:51:00,2023-09-28,02:51:00,2,OVC
2934,2023-09-28 03:51:00,2023-09-28,03:51:00,3,SCT
2935,2023-09-28 04:40:00,2023-09-28,04:40:00,4,OVC
2936,2023-09-28 04:51:00,2023-09-28,04:51:00,4,OVC
2937,2023-09-28 05:51:00,2023-09-28,05:51:00,5,SCT
2938,2023-09-28 06:51:00,2023-09-28,06:51:00,6,SCT
2939,2023-09-28 07:04:00,2023-09-28,07:04:00,7,BKN
2940,2023-09-28 07:51:00,2023-09-28,07:51:00,7,OVC
2941,2023-09-28 08:35:00,2023-09-28,08:35:00,8,OVC
2942,2023-09-28 08:51:00,2023-09-28,08:51:00,8,OVC
2943,2023-09-28 09:51:00,2023-09-28,09:51:00,9,OVC
2944,2023-09-28 10:51:00,2023-09-28,10:51:00,10,OVC
2945,2023-09-28 11:51:00,2023-09-28,11:51:00,11,OVC
2946,2023-09-28 12:51:00,2023-09-28,12:51:00,12,OVC
2947,2023-09-28 13:51:00,2023-09-28,13:51:00,13,OVC
2948,2023-09-28 14:51:00,2023-09-28,14:51:00,14,OVC
2949,2023-09-28 15:51:00,2023-09-28,15:51:00,15,OVC
2950,2023-09-28 16:51:00,2023-09-28,16:51:00,16,OVC
2951,2023-09-28 17:12:00,2023-09-28,17:12:00,17,OVC
2952,2023-09-28 17:51:00,2023-09-28,17:51:00,17,OVC
2953,2023-09-28 18:14:00,2023-09-28,18:14:00,18,OVC
2954,2023-09-28 18:51:00,2023-09-28,18:51:00,18,OVC
2955,2023-09-28 19:51:00,2023-09-28,19:51:00,19,OVC
2956,2023-09-28 20:51:00,2023-09-28,20:51:00,20,OVC
2957,2023-09-28 21:22:00,2023-09-28,21:22:00,21,OVC
2958,2023-09-28 21:31:00,2023-09-28,21:31:00,21,OVC
2959,2023-09-28 21:42:00,2023-09-28,21:42:00,21,OVC
2960,2023-09-28 21:51:00,2023-09-28,21:51:00,21,OVC
2961,2023-09-28 22:51:00,2023-09-28,22:51:00,22,OVC
2962,2023-09-28 23:51:00,2023-09-28,23:51:00,23,OVC
2963,2023-09-29 00:51:00,2023-09-29,00:51:00,0,OVC
2964,2023-09-29 01:51:00,2023-09-29,01:51:00,1,BKN
2965,2023-09-29 02:18:00,2023-09-29,02:18:00,2,OVC
2966,2023-09-29 02:51:00,2023-09-29,02:51:00,2,OVC
2967,2023-09-29 03:15:00,2023-09-29,03:15:00,3,OVC
2968,2023-09-29 03:25:00,2023-09-29,03:25:00,3,OVC
2969,2023-09-29 03:30:00,2023-09-29,03:30:00,3,OVC
2970,2023-09-29 03:39:00,2023-09-29,03:39:00,3,OVC
2971,2023-09-29 03:41:00,2023-09-29,03:41:00,3,OVC
2972,2023-09-29 03:46:00,2023-09-29,03:46:00,3,OVC
2973,2023-09-29 03:51:00,2023-09-29,03:51:00,3,OVC
2974,2023-09-29 03:59:00,2023-09-29,03:59:00,3,OVC
2975,2023-09-29 04:10:00,2023-09-29,04:10:00,4,OVC
2976,2023-09-29 04:31:00,2023-09-29,04:31:00,4,OVC
2977,2023-09-29 04:49:00,2023-09-29,04:49:00,4,OVC
2978,2023-09-29 04:51:00,2023-09-29,04:51:00,4,OVC
2979,2023-09-29 05:03:00,2023-09-29,05:03:00,5,OVC
2980,2023-09-29 05:11:00,2023-09-29,05:11:00,5,OVC
2981,2023-09-29 05:31:00,2023-09-29,05:31:00,5,OVC
2982,2023-09-29 05:40:00,2023-09-29,05:40:00,5,OVC
2983,2023-09-29 05:51:00,2023-09-29,05:51:00,5,OVC
2984,2023-09-29 05:59:00,2023-09-29,05:59:00,5,OVC
2985,2023-09-29 06:51:00,2023-09-29,06:51:00,6,OVC
2986,2023-09-29 06:57:00,2023-09-29,06:57:00,6,OVC
2987,2023-09-29 07:15:00,2023-09-29,07:15:00,7,OVC
2988,2023-09-29 07:35:00,2023-09-29,07:35:00,7,OVC
2989,2023-09-29 07:44:00,2023-09-29,07:44:00,7,OVC
2990,2023-09-29 07:51:00,2023-09-29,07:51:00,7,FG
2991,2023-09-29 08:02:00,2023-09-29,08:02:00,8,OVC
2992,2023-09-29 08:04:00,2023-09-29,08:04:00,8,OVC
2993,2023-09-29 08:51:00,2023-09-29,08:51:00,8,OVC
2994,2023-09-29 09:10:00,2023-09-29,09:10:00,9,OVC
2995,2023-09-29 09:51:00,2023-09-29,09:51:00,9,OVC
2996,2023-09-29 10:05:00,2023-09-29,10:05:00,10,OVC
2997,2023-09-29 10:19:00,2023-09-29,10:19:00,10,OVC
2998,2023-09-29 10:51:00,2023-09-29,10:51:00,10,OVC
2999,2023-09-29 11:36:00,2023-09-29,11:36:00,11,OVC
3000,2023-09-29 11:43:00,2023-09-29,11:43:00,11,OVC
3001,2023-09-29 11:51:00,2023-09-29,11:51:00,11,OVC
3002,2023-09-29 11:58:00,2023-09-29,11:58:00,11,OVC
3003,2023-09-29 12:22:00,2023-09-29,12:22:00,12,OVC
3004,2023-09-29 12:39:00,2023-09-29,12:39:00,12,FG
3005,2023-09-29 12:51:00,2023-09-29,12:51:00,12,FG
3006,2023-09-29 13:13:00,2023-09-29,13:13:00,13,FG
3007,2023-09-29 13:20:00,2023-09-29,13:20:00,13,FG
3008,2023-09-29 13:51:00,2023-09-29,13:51:00,13,FG
3009,2023-09-29 14:13:00,2023-09-29,14:13:00,14,FG
3010,2023-09-29 14:24:00,2023-09-29,14:24:00,14,FG
3011,2023-09-29 14:51:00,2023-09-29,14:51:00,14,OVC
3012,2023-09-29 14:53:00,2023-09-29,14:53:00,14,OVC
3013,2023-09-29 14:57:00,2023-09-29,14:57:00,14,OVC
3014,2023-09-29 15:19:00,2023-09-29,15:19:00,15,OVC
3015,2023-09-29 15:39:00,2023-09-29,15:39:00,15,OVC
3016,2023-09-29 15:51:00,2023-09-29,15:51:00,15,OVC
3017,2023-09-29 16:47:00,2023-09-29,16:47:00,16,OVC
3018,2023-09-29 16:51:00,2023-09-29,16:51:00,16,OVC
3019,2023-09-29 16:59:00,2023-09-29,16:59:00,16,OVC
3020,2023-09-29 17:09:00,2023-09-29,17:09:00,17,OVC
3021,2023-09-29 17:25:00,2023-09-29,17:25:00,17,FG
3022,2023-09-29 17:51:00,2023-09-29,17:51:00,17,OVC
3023,2023-09-29 18:01:00,2023-09-29,18:01:00,18,OVC
3024,2023-09-29 18:51:00,2023-09-29,18:51:00,18,OVC
3025,2023-09-29 19:51:00,2023-09-29,19:51:00,19,OVC
3026,2023-09-29 20:10:00,2023-09-29,20:10:00,20,OVC
3027,2023-09-29 20:51:00,2023-09-29,20:51:00,20,OVC
3028,2023-09-29 21:25:00,2023-09-29,21:25:00,21,OVC
3029,2023-09-29 21:51:00,2023-09-29,21:51:00,21,OVC
3030,2023-09-29 22:51:00,2023-09-29,22:51:00,22,OVC
3031,2023-09-29 23:51:00,2023-09-29,23:51:00,23,OVC
3032,2023-09-30 00:51:00,2023-09-30,00:51:00,0,OVC
3033,2023-09-30 01:51:00,2023-09-30,01:51:00,1,OVC
3034,2023-09-30 02:51:00,2023-09-30,02:51:00,2,OVC
3035,2023-09-30 03:51:00,2023-09-30,03:51:00,3,OVC
3036,2023-09-30 04:51:00,2023-09-30,04:51:00,4,OVC
3037,2023-09-30 05:51:00,2023-09-30,05:51:00,5,OVC
3038,2023-09-30 06:51:00,2023-09-30,06:51:00,6,OVC
3039,2023-09-30 07:30:00,2023-09-30,07:30:00,7,OVC
3040,2023-09-30 07:51:00,2023-09-30,07:51:00,7,OVC
3041,2023-09-30 08:51:00,2023-09-30,08:51:00,8,OVC
3042,2023-09-30 09:51:00,2023-09-30,09:51:00,9,OVC
3043,2023-09-30 10:51:00,2023-09-30,10:51:00,10,OVC
3044,2023-09-30 11:39:00,2023-09-30,11:39:00,11,OVC
3045,2023-09-30 11:51:00,2023-09-30,11:51:00,11,OVC
3046,2023-09-30 12:13:00,2023-09-30,12:13:00,12,OVC
3047,2023-09-30 12:28:00,2023-09-30,12:28:00,12,OVC
3048,2023-09-30 12:40:00,2023-09-30,12:40:00,12,OVC
3049,2023-09-30 12:51:00,2023-09-30,12:51:00,12,OVC
3050,2023-09-30 13:00:00,2023-09-30,13:00:00,13,OVC
3051,2023-09-30 13:51:00,2023-09-30,13:51:00,13,OVC
3052,2023-09-30 14:21:00,2023-09-30,14:21:00,14,OVC
3053,2023-09-30 14:31:00,2023-09-30,14:31:00,14,OVC
3054,2023-09-30 14:51:00,2023-09-30,14:51:00,14,OVC
3055,2023-09-30 15:36:00,2023-09-30,15:36:00,15,OVC
3056,2023-09-30 15:49:00,2023-09-30,15:49:00,15,OVC
3057,2023-09-30 15:51:00,2023-09-30,15:51:00,15,OVC
3058,2023-09-30 16:23:00,2023-09-30,16:23:00,16,OVC
3059,2023-09-30 16:49:00,2023-09-30,16:49:00,16,OVC
3060,2023-09-30 16:51:00,2023-09-30,16:51:00,16,OVC
3061,2023-09-30 17:26:00,2023-09-30,17:26:00,17,OVC
3062,2023-09-30 17:51:00,2023-09-30,17:51:00,17,OVC
3063,2023-09-30 18:51:00,2023-09-30,18:51:00,18,OVC
3064,2023-09-30 19:51:00,2023-09-30,19:51:00,19,OVC
3065,2023-09-30 20:51:00,2023-09-30,20:51:00,20,OVC
3066,2023-09-30 21:13:00,2023-09-30,21:13:00,21,OVC
3067,2023-09-30 21:20:00,2023-09-30,21:20:00,21,OVC
3068,2023-09-30 21:51:00,2023-09-30,21:51:00,21,BKN
3069,2023-09-30 22:09:00,2023-09-30,22:09:00,22,BKN
3070,2023-09-30 22:32:00,2023-09-30,22:32:00,22,OVC
3071,2023-09-30 22:51:00,2023-09-30,22:51:00,22,OVC
3072,2023-09-30 23:51:00,2023-09-30,23:51:00,23,SCT
3073,2023-10-01 00:51:00,2023-10-01,00:51:00,0,OVC
3074,2023-10-01 01:51:00,2023-10-01,01:51:00,1,OVC
3075,2023-10-01 02:51:00,2023-10-01,02:51:00,2,SCT
3076,2023-10-01 03:51:00,2023-10-01,03:51:00,3,CLR
3077,2023-10-01 04:51:00,2023-10-01,04:51:00,4,CLR
3078,2023-10-01 05:51:00,2023-10-01,05:51:00,5,CLR
3079,2023-10-01 07:51:00,2023-10-01,07:51:00,7,CLR
3080,2023-10-01 08:51:00,2023-10-01,08:51:00,8,CLR
3081,2023-10-01 09:51:00,2023-10-01,09:51:00,9,CLR
3082,2023-10-01 10:51:00,2023-10-01,10:51:00,10,CLR
3083,2023-10-01 11:51:00,2023-10-01,11:51:00,11,CLR
3084,2023-10-01 12:51:00,2023-10-01,12:51:00,12,CLR
3085,2023-10-01 13:51:00,2023-10-01,13:51:00,13,CLR
3086,2023-10-01 14:51:00,2023-10-01,14:51:00,14,CLR
3087,2023-10-01 15:51:00,2023-10-01,15:51:00,15,CLR
3088,2023-10-01 16:51:00,2023-10-01,16:51:00,16,CLR
3089,2023-10-01 17:51:00,2023-10-01,17:51:00,17,CLR
3090,2023-10-01 18:51:00,2023-10-01,18:51:00,18,CLR
3091,2023-10-01 19:51:00,2023-10-01,19:51:00,19,CLR
3092,2023-10-01 20:51:00,2023-10-01,20:51:00,20,CLR
3093,2023-10-01 21:51:00,2023-10-01,21:51:00,21,CLR
3094,2023-10-01 22:51:00,2023-10-01,22:51:00,22,CLR
3095,2023-10-01 23:51:00,2023-10-01,23:51:00,23,CLR
3096,2023-10-02 00:51:00,2023-10-02,00:51:00,0,CLR
3097,2023-10-02 01:51:00,2023-10-02,01:51:00,1,CLR
3098,2023-10-02 02:51:00,2023-10-02,02:51:00,2,CLR
3099,2023-10-02 03:51:00,2023-10-02,03:51:00,3,CLR
3100,2023-10-02 04:51:00,2023-10-02,04:51:00,4,CLR
3101,2023-10-02 05:51:00,2023-10-02,05:51:00,5,CLR
3102,2023-10-02 06:51:00,2023-10-02,06:51:00,6,SCT
3103,2023-10-02 07:51:00,2023-10-02,07:51:00,7,OVC
3104,2023-10-02 08:51:00,2023-10-02,08:51:00,8,CLR
3105,2023-10-02 09:51:00,2023-10-02,09:51:00,9,CLR
3106,2023-10-02 10:51:00,2023-10-02,10:51:00,10,CLR
3107,2023-10-02 11:51:00,2023-10-02,11:51:00,11,CLR
3108,2023-10-02 12:51:00,2023-10-02,12:51:00,12,CLR
3109,2023-10-02 13:51:00,2023-10-02,13:51:00,13,CLR
3110,2023-10-02 14:51:00,2023-10-02,14:51:00,14,CLR
3111,2023-10-02 15:51:00,2023-10-02,15:51:00,15,CLR
3112,2023-10-02 16:51:00,2023-10-02,16:51:00,16,FEW
3113,2023-10-02 17:51:00,2023-10-02,17:51:00,17,OVC
3114,2023-10-02 18:51:00,2023-10-02,18:51:00,18,FEW
3115,2023-10-02 19:51:00,2023-10-02,19:51:00,19,CLR
3116,2023-10-02 20:51:00,2023-10-02,20:51:00,20,CLR
3117,2023-10-02 21:51:00,2023-10-02,21:51:00,21,CLR
3118,2023-10-02 22:51:00,2023-10-02,22:51:00,22,CLR
3119,2023-10-02 23:51:00,2023-10-02,23:51:00,23,CLR
3120,2023-10-03 00:51:00,2023-10-03,00:51:00,0,CLR
3121,2023-10-03 01:51:00,2023-10-03,01:51:00,1,CLR
3122,2023-10-03 02:51:00,2023-10-03,02:51:00,2,SCT
3123,2023-10-03 03:51:00,2023-10-03,03:51:00,3,CLR
3124,2023-10-03 04:51:00,2023-10-03,04:51:00,4,CLR
3125,2023-10-03 05:51:00,2023-10-03,05:51:00,5,CLR
3126,2023-10-03 06:51:00,2023-10-03,06:51:00,6,CLR
3127,2023-10-03 07:51:00,2023-10-03,07:51:00,7,CLR
3128,2023-10-03 08:51:00,2023-10-03,08:51:00,8,CLR
3129,2023-10-03 09:51:00,2023-10-03,09:51:00,9,CLR
3130,2023-10-03 10:51:00,2023-10-03,10:51:00,10,CLR
3131,2023-10-03 11:51:00,2023-10-03,11:51:00,11,CLR
3132,2023-10-03 12:51:00,2023-10-03,12:51:00,12,CLR
3133,2023-10-03 13:51:00,2023-10-03,13:51:00,13,CLR
3134,2023-10-03 14:51:00,2023-10-03,14:51:00,14,CLR
3135,2023-10-03 15:51:00,2023-10-03,15:51:00,15,CLR
3136,2023-10-03 16:51:00,2023-10-03,16:51:00,16,CLR
3137,2023-10-03 17:51:00,2023-10-03,17:51:00,17,CLR
3138,2023-10-03 18:51:00,2023-10-03,18:51:00,18,CLR
3139,2023-10-03 19:51:00,2023-10-03,19:51:00,19,CLR
3140,2023-10-03 20:51:00,2023-10-03,20:51:00,20,CLR
3141,2023-10-03 21:51:00,2023-10-03,21:51:00,21,CLR
3142,2023-10-03 22:51:00,2023-10-03,22:51:00,22,CLR
3143,2023-10-03 23:51:00,2023-10-03,23:51:00,23,CLR
3144,2023-10-04 00:51:00,2023-10-04,00:51:00,0,CLR
3145,2023-10-04 01:51:00,2023-10-04,01:51:00,1,CLR
3146,2023-10-04 02:51:00,2023-10-04,02:51:00,2,CLR
3147,2023-10-04 03:51:00,2023-10-04,03:51:00,3,CLR
3148,2023-10-04 04:51:00,2023-10-04,04:51:00,4,CLR
3149,2023-10-04 05:51:00,2023-10-04,05:51:00,5,CLR
3150,2023-10-04 06:51:00,2023-10-04,06:51:00,6,CLR
3151,2023-10-04 07:51:00,2023-10-04,07:51:00,7,CLR
3152,2023-10-04 08:51:00,2023-10-04,08:51:00,8,CLR
3153,2023-10-04 09:51:00,2023-10-04,09:51:00,9,CLR
3154,2023-10-04 10:51:00,2023-10-04,10:51:00,10,CLR
3155,2023-10-04 11:51:00,2023-10-04,11:51:00,11,CLR
3156,2023-10-04 12:51:00,2023-10-04,12:51:00,12,CLR
3157,2023-10-04 13:51:00,2023-10-04,13:51:00,13,CLR
3158,2023-10-04 14:51:00,2023-10-04,14:51:00,14,CLR
3159,2023-10-04 15:51:00,2023-10-04,15:51:00,15,CLR
3160,2023-10-04 16:51:00,2023-10-04,16:51:00,16,CLR
3161,2023-10-04 17:51:00,2023-10-04,17:51:00,17,CLR
3162,2023-10-04 18:51:00,2023-10-04,18:51:00,18,CLR
3163,2023-10-04 19:51:00,2023-10-04,19:51:00,19,CLR
3164,2023-10-04 20:51:00,2023-10-04,20:51:00,20,CLR
3165,2023-10-04 21:51:00,2023-10-04,21:51:00,21,CLR
3166,2023-10-04 22:51:00,2023-10-04,22:51:00,22,CLR
3167,2023-10-04 23:51:00,2023-10-04,23:51:00,23,CLR
3168,2023-10-05 00:51:00,2023-10-05,00:51:00,0,CLR
3169,2023-10-05 01:51:00,2023-10-05,01:51:00,1,CLR
3170,2023-10-05 02:51:00,2023-10-05,02:51:00,2,CLR
3171,2023-10-05 03:51:00,2023-10-05,03:51:00,3,CLR
3172,2023-10-05 04:51:00,2023-10-05,04:51:00,4,CLR
3173,2023-10-05 05:51:00,2023-10-05,05:51:00,5,CLR
3174,2023-10-05 06:51:00,2023-10-05,06:51:00,6,CLR
3175,2023-10-05 07:51:00,2023-10-05,07:51:00,7,CLR
3176,2023-10-05 08:51:00,2023-10-05,08:51:00,8,CLR
3177,2023-10-05 09:51:00,2023-10-05,09:51:00,9,CLR
3178,2023-10-05 10:51:00,2023-10-05,10:51:00,10,CLR
3179,2023-10-05 11:51:00,2023-10-05,11:51:00,11,CLR
3180,2023-10-05 12:51:00,2023-10-05,12:51:00,12,CLR
3181,2023-10-05 13:51:00,2023-10-05,13:51:00,13,CLR
3182,2023-10-05 14:51:00,2023-10-05,14:51:00,14,CLR
3183,2023-10-05 15:51:00,2023-10-05,15:51:00,15,CLR
3184,2023-10-05 16:51:00,2023-10-05,16:51:00,16,CLR
3185,2023-10-05 17:51:00,2023-10-05,17:51:00,17,CLR
3186,2023-10-05 18:51:00,2023-10-05,18:51:00,18,CLR
3187,2023-10-05 19:51:00,2023-10-05,19:51:00,19,CLR
3188,2023-10-05 20:51:00,2023-10-05,20:51:00,20,CLR
3189,2023-10-05 21:51:00,2023-10-05,21:51:00,21,CLR
3190,2023-10-05 22:51:00,2023-10-05,22:51:00,22,CLR
3191,2023-10-05 23:51:00,2023-10-05,23:51:00,23,CLR
3192,2023-10-06 00:51:00,2023-10-06,00:51:00,0,CLR
3193,2023-10-06 01:51:00,2023-10-06,01:51:00,1,CLR
3194,2023-10-06 02:51:00,2023-10-06,02:51:00,2,FEW
3195,2023-10-06 03:01:00,2023-10-06,03:01:00,3,BKN
3196,2023-10-06 03:51:00,2023-10-06,03:51:00,3,OVC
3197,2023-10-06 04:47:00,2023-10-06,04:47:00,4,OVC
3198,2023-10-06 04:51:00,2023-10-06,04:51:00,4,OVC
3199,2023-10-06 05:51:00,2023-10-06,05:51:00,5,OVC
3200,2023-10-06 06:51:00,2023-10-06,06:51:00,6,OVC
3201,2023-10-06 07:20:00,2023-10-06,07:20:00,7,OVC
3202,2023-10-06 07:51:00,2023-10-06,07:51:00,7,OVC
3203,2023-10-06 08:17:00,2023-10-06,08:17:00,8,OVC
3204,2023-10-06 08:51:00,2023-10-06,08:51:00,8,OVC
3205,2023-10-06 09:51:00,2023-10-06,09:51:00,9,OVC
3206,2023-10-06 10:13:00,2023-10-06,10:13:00,10,OVC
3207,2023-10-06 10:22:00,2023-10-06,10:22:00,10,OVC
3208,2023-10-06 10:30:00,2023-10-06,10:30:00,10,OVC
3209,2023-10-06 10:39:00,2023-10-06,10:39:00,10,OVC
3210,2023-10-06 10:51:00,2023-10-06,10:51:00,10,OVC
3211,2023-10-06 11:51:00,2023-10-06,11:51:00,11,OVC
3212,2023-10-06 12:16:00,2023-10-06,12:16:00,12,OVC
3213,2023-10-06 12:51:00,2023-10-06,12:51:00,12,OVC
3214,2023-10-06 13:05:00,2023-10-06,13:05:00,13,OVC
3215,2023-10-06 13:24:00,2023-10-06,13:24:00,13,OVC
3216,2023-10-06 13:31:00,2023-10-06,13:31:00,13,OVC
3217,2023-10-06 13:51:00,2023-10-06,13:51:00,13,OVC
3218,2023-10-06 14:10:00,2023-10-06,14:10:00,14,OVC
3219,2023-10-06 14:24:00,2023-10-06,14:24:00,14,OVC
3220,2023-10-06 14:51:00,2023-10-06,14:51:00,14,OVC
3221,2023-10-06 15:42:00,2023-10-06,15:42:00,15,OVC
3222,2023-10-06 15:51:00,2023-10-06,15:51:00,15,OVC
3223,2023-10-06 16:10:00,2023-10-06,16:10:00,16,OVC
3224,2023-10-06 16:51:00,2023-10-06,16:51:00,16,OVC
3225,2023-10-06 17:11:00,2023-10-06,17:11:00,17,OVC
3226,2023-10-06 17:51:00,2023-10-06,17:51:00,17,OVC
3227,2023-10-06 18:51:00,2023-10-06,18:51:00,18,OVC
3228,2023-10-06 19:34:00,2023-10-06,19:34:00,19,OVC
3229,2023-10-06 19:51:00,2023-10-06,19:51:00,19,OVC
3230,2023-10-06 20:11:00,2023-10-06,20:11:00,20,OVC
3231,2023-10-06 20:33:00,2023-10-06,20:33:00,20,OVC
3232,2023-10-06 20:51:00,2023-10-06,20:51:00,20,OVC
3233,2023-10-06 21:02:00,2023-10-06,21:02:00,21,OVC
3234,2023-10-06 21:39:00,2023-10-06,21:39:00,21,OVC
3235,2023-10-06 21:51:00,2023-10-06,21:51:00,21,OVC
3236,2023-10-06 22:51:00,2023-10-06,22:51:00,22,OVC
3237,2023-10-06 23:51:00,2023-10-06,23:51:00,23,OVC
3238,2023-10-07 00:51:00,2023-10-07,00:51:00,0,OVC
3239,2023-10-07 01:24:00,2023-10-07,01:24:00,1,OVC
3240,2023-10-07 01:51:00,2023-10-07,01:51:00,1,OVC
3241,2023-10-07 02:51:00,2023-10-07,02:51:00,2,OVC
3242,2023-10-07 03:51:00,2023-10-07,03:51:00,3,OVC
3243,2023-10-07 04:51:00,2023-10-07,04:51:00,4,OVC
3244,2023-10-07 05:22:00,2023-10-07,05:22:00,5,OVC
3245,2023-10-07 05:51:00,2023-10-07,05:51:00,5,OVC
3246,2023-10-07 06:51:00,2023-10-07,06:51:00,6,OVC
3247,2023-10-07 07:01:00,2023-10-07,07:01:00,7,OVC
3248,2023-10-07 07:29:00,2023-10-07,07:29:00,7,OVC
3249,2023-10-07 07:51:00,2023-10-07,07:51:00,7,OVC
3250,2023-10-07 08:51:00,2023-10-07,08:51:00,8,OVC
3251,2023-10-07 09:51:00,2023-10-07,09:51:00,9,OVC
3252,2023-10-07 10:51:00,2023-10-07,10:51:00,10,OVC
3253,2023-10-07 11:51:00,2023-10-07,11:51:00,11,OVC
3254,2023-10-07 12:40:00,2023-10-07,12:40:00,12,OVC
3255,2023-10-07 12:51:00,2023-10-07,12:51:00,12,OVC
3256,2023-10-07 13:00:00,2023-10-07,13:00:00,13,OVC
3257,2023-10-07 13:30:00,2023-10-07,13:30:00,13,OVC
3258,2023-10-07 13:39:00,2023-10-07,13:39:00,13,OVC
3259,2023-10-07 13:47:00,2023-10-07,13:47:00,13,OVC
3260,2023-10-07 13:51:00,2023-10-07,13:51:00,13,OVC
3261,2023-10-07 14:48:00,2023-10-07,14:48:00,14,OVC
3262,2023-10-07 14:51:00,2023-10-07,14:51:00,14,OVC
3263,2023-10-07 15:04:00,2023-10-07,15:04:00,15,OVC
3264,2023-10-07 15:09:00,2023-10-07,15:09:00,15,OVC
3265,2023-10-07 15:17:00,2023-10-07,15:17:00,15,OVC
3266,2023-10-07 15:25:00,2023-10-07,15:25:00,15,OVC
3267,2023-10-07 15:51:00,2023-10-07,15:51:00,15,OVC
3268,2023-10-07 16:00:00,2023-10-07,16:00:00,16,OVC
3269,2023-10-07 16:20:00,2023-10-07,16:20:00,16,OVC
3270,2023-10-07 16:24:00,2023-10-07,16:24:00,16,OVC
3271,2023-10-07 16:51:00,2023-10-07,16:51:00,16,OVC
3272,2023-10-07 16:56:00,2023-10-07,16:56:00,16,OVC
3273,2023-10-07 17:10:00,2023-10-07,17:10:00,17,OVC
3274,2023-10-07 17:14:00,2023-10-07,17:14:00,17,OVC
3275,2023-10-07 17:20:00,2023-10-07,17:20:00,17,OVC
3276,2023-10-07 17:33:00,2023-10-07,17:33:00,17,OVC
3277,2023-10-07 17:45:00,2023-10-07,17:45:00,17,OVC
3278,2023-10-07 17:51:00,2023-10-07,17:51:00,17,OVC
3279,2023-10-07 17:55:00,2023-10-07,17:55:00,17,OVC
3280,2023-10-07 18:14:00,2023-10-07,18:14:00,18,OVC
3281,2023-10-07 18:51:00,2023-10-07,18:51:00,18,OVC
3282,2023-10-07 19:03:00,2023-10-07,19:03:00,19,OVC
3283,2023-10-07 19:20:00,2023-10-07,19:20:00,19,OVC
3284,2023-10-07 19:30:00,2023-10-07,19:30:00,19,OVC
3285,2023-10-07 19:51:00,2023-10-07,19:51:00,19,OVC
3286,2023-10-07 20:51:00,2023-10-07,20:51:00,20,OVC
3287,2023-10-07 21:51:00,2023-10-07,21:51:00,21,OVC
3288,2023-10-07 22:51:00,2023-10-07,22:51:00,22,BKN
3289,2023-10-07 23:51:00,2023-10-07,23:51:00,23,OVC
3290,2023-10-08 00:51:00,2023-10-08,00:51:00,0,OVC
3291,2023-10-08 01:51:00,2023-10-08,01:51:00,1,CLR
3292,2023-10-08 02:51:00,2023-10-08,02:51:00,2,CLR
3293,2023-10-08 03:51:00,2023-10-08,03:51:00,3,CLR
3294,2023-10-08 04:51:00,2023-10-08,04:51:00,4,CLR
3295,2023-10-08 05:51:00,2023-10-08,05:51:00,5,CLR
3296,2023-10-08 06:51:00,2023-10-08,06:51:00,6,CLR
3297,2023-10-08 07:51:00,2023-10-08,07:51:00,7,CLR
3298,2023-10-08 08:51:00,2023-10-08,08:51:00,8,CLR
3299,2023-10-08 09:51:00,2023-10-08,09:51:00,9,CLR
3300,2023-10-08 10:51:00,2023-10-08,10:51:00,10,CLR
3301,2023-10-08 11:51:00,2023-10-08,11:51:00,11,CLR
3302,2023-10-08 12:51:00,2023-10-08,12:51:00,12,CLR
3303,2023-10-08 13:51:00,2023-10-08,13:51:00,13,CLR
3304,2023-10-08 14:51:00,2023-10-08,14:51:00,14,SCT
3305,2023-10-08 15:51:00,2023-10-08,15:51:00,15,OVC
3306,2023-10-08 16:51:00,2023-10-08,16:51:00,16,OVC
3307,2023-10-08 17:51:00,2023-10-08,17:51:00,17,OVC
3308,2023-10-08 18:51:00,2023-10-08,18:51:00,18,OVC
3309,2023-10-08 19:51:00,2023-10-08,19:51:00,19,OVC
3310,2023-10-08 20:51:00,2023-10-08,20:51:00,20,BKN
3311,2023-10-08 21:51:00,2023-10-08,21:51:00,21,BKN
3312,2023-10-08 22:51:00,2023-10-08,22:51:00,22,BKN
3313,2023-10-08 23:51:00,2023-10-08,23:51:00,23,FEW
3314,2023-10-09 00:51:00,2023-10-09,00:51:00,0,CLR
3315,2023-10-09 01:51:00,2023-10-09,01:51:00,1,CLR
3316,2023-10-09 02:51:00,2023-10-09,02:51:00,2,CLR
3317,2023-10-09 03:51:00,2023-10-09,03:51:00,3,CLR
3318,2023-10-09 04:51:00,2023-10-09,04:51:00,4,CLR
3319,2023-10-09 05:51:00,2023-10-09,05:51:00,5,CLR
3320,2023-10-09 06:51:00,2023-10-09,06:51:00,6,CLR
3321,2023-10-09 07:51:00,2023-10-09,07:51:00,7,CLR
3322,2023-10-09 08:51:00,2023-10-09,08:51:00,8,CLR
3323,2023-10-09 09:51:00,2023-10-09,09:51:00,9,CLR
3324,2023-10-09 10:51:00,2023-10-09,10:51:00,10,CLR
