,valid,date,time,hour,sky_coverage
5597,2023-12-27 02:51:00,2023-12-27,02:51:00,2,OVC
5598,2023-12-27 03:51:00,2023-12-27,03:51:00,3,OVC
5599,2023-12-27 04:51:00,2023-12-27,04:51:00,4,OVC
5600,2023-12-27 05:51:00,2023-12-27,05:51:00,5,OVC
5601,2023-12-27 06:51:00,2023-12-27,06:51:00,6,OVC
5602,2023-12-27 07:51:00,2023-12-27,07:51:00,7,OVC
5603,2023-12-27 08:51:00,2023-12-27,08:51:00,8,OVC
5604,2023-12-27 09:51:00,2023-12-27,09:51:00,9,OVC
5605,2023-12-27 10:51:00,2023-12-27,10:51:00,10,OVC
5606,2023-12-27 11:51:00,2023-12-27,11:51:00,11,OVC
5607,2023-12-27 12:17:00,2023-12-27,12:17:00,12,OVC
5608,2023-12-27 12:42:00,2023-12-27,12:42:00,12,OVC
5609,2023-12-27 12:51:00,2023-12-27,12:51:00,12,OVC
5610,2023-12-27 13:05:00,2023-12-27,13:05:00,13,OVC
5611,2023-12-27 13:51:00,2023-12-27,13:51:00,13,OVC
5612,2023-12-27 14:51:00,2023-12-27,14:51:00,14,OVC
5613,2023-12-27 15:51:00,2023-12-27,15:51:00,15,OVC
5614,2023-12-27 16:10:00,2023-12-27,16:10:00,16,OVC
5615,2023-12-27 16:27:00,2023-12-27,16:27:00,16,OVC
5616,2023-12-27 16:51:00,2023-12-27,16:51:00,16,OVC
5617,2023-12-27 17:24:00,2023-12-27,17:24:00,17,OVC
5618,2023-12-27 17:51:00,2023-12-27,17:51:00,17,OVC
5619,2023-12-27 18:07:00,2023-12-27,18:07:00,18,OVC
5620,2023-12-27 18:51:00,2023-12-27,18:51:00,18,OVC
5621,2023-12-27 19:51:00,2023-12-27,19:51:00,19,OVC
5622,2023-12-27 20:51:00,2023-12-27,20:51:00,20,OVC
5623,2023-12-27 21:51:00,2023-12-27,21:51:00,21,OVC
5624,2023-12-27 22:51:00,2023-12-27,22:51:00,22,OVC
5625,2023-12-28 00:37:00,2023-12-28,00:37:00,0,OVC
5626,2023-12-28 00:51:00,2023-12-28,00:51:00,0,OVC
5627,2023-12-28 01:51:00,2023-12-28,01:51:00,1,OVC
5628,2023-12-28 02:51:00,2023-12-28,02:51:00,2,OVC
5629,2023-12-28 03:51:00,2023-12-28,03:51:00,3,OVC
5630,2023-12-28 04:51:00,2023-12-28,04:51:00,4,OVC
5631,2023-12-28 05:51:00,2023-12-28,05:51:00,5,OVC
5632,2023-12-28 06:51:00,2023-12-28,06:51:00,6,OVC
5633,2023-12-28 07:51:00,2023-12-28,07:51:00,7,OVC
5634,2023-12-28 08:10:00,2023-12-28,08:10:00,8,OVC
5635,2023-12-28 08:18:00,2023-12-28,08:18:00,8,OVC
5636,2023-12-28 08:34:00,2023-12-28,08:34:00,8,OVC
5637,2023-12-28 08:38:00,2023-12-28,08:38:00,8,OVC
5638,2023-12-28 08:47:00,2023-12-28,08:47:00,8,OVC
5639,2023-12-28 08:51:00,2023-12-28,08:51:00,8,OVC
5640,2023-12-28 09:02:00,2023-12-28,09:02:00,9,OVC
5641,2023-12-28 09:08:00,2023-12-28,09:08:00,9,OVC
5642,2023-12-28 09:18:00,2023-12-28,09:18:00,9,OVC
5643,2023-12-28 09:27:00,2023-12-28,09:27:00,9,OVC
5644,2023-12-28 09:51:00,2023-12-28,09:51:00,9,OVC
5645,2023-12-28 10:51:00,2023-12-28,10:51:00,10,OVC
5646,2023-12-28 11:51:00,2023-12-28,11:51:00,11,OVC
5647,2023-12-28 12:51:00,2023-12-28,12:51:00,12,OVC
5648,2023-12-28 13:51:00,2023-12-28,13:51:00,13,OVC
5649,2023-12-28 14:09:00,2023-12-28,14:09:00,14,OVC
5650,2023-12-28 14:51:00,2023-12-28,14:51:00,14,OVC
5651,2023-12-28 15:51:00,2023-12-28,15:51:00,15,OVC
5652,2023-12-28 16:51:00,2023-12-28,16:51:00,16,OVC
5653,2023-12-28 17:51:00,2023-12-28,17:51:00,17,OVC
5654,2023-12-28 18:51:00,2023-12-28,18:51:00,18,OVC
5655,2023-12-28 19:51:00,2023-12-28,19:51:00,19,OVC
5656,2023-12-28 19:57:00,2023-12-28,19:57:00,19,OVC
5657,2023-12-28 20:31:00,2023-12-28,20:31:00,20,OVC
5658,2023-12-28 20:43:00,2023-12-28,20:43:00,20,OVC
5659,2023-12-28 20:51:00,2023-12-28,20:51:00,20,OVC
5660,2023-12-28 21:05:00,2023-12-28,21:05:00,21,OVC
5661,2023-12-28 21:20:00,2023-12-28,21:20:00,21,OVC
5662,2023-12-28 21:27:00,2023-12-28,21:27:00,21,OVC
5663,2023-12-28 21:51:00,2023-12-28,21:51:00,21,OVC
5664,2023-12-28 22:40:00,2023-12-28,22:40:00,22,OVC
5665,2023-12-28 22:51:00,2023-12-28,22:51:00,22,OVC
5666,2023-12-28 23:16:00,2023-12-28,23:16:00,23,OVC
5667,2023-12-28 23:23:00,2023-12-28,23:23:00,23,OVC
5668,2023-12-28 23:51:00,2023-12-28,23:51:00,23,OVC
5669,2023-12-29 00:51:00,2023-12-29,00:51:00,0,OVC
5670,2023-12-29 01:23:00,2023-12-29,01:23:00,1,OVC
5671,2023-12-29 01:36:00,2023-12-29,01:36:00,1,OVC
5672,2023-12-29 01:51:00,2023-12-29,01:51:00,1,OVC
5673,2023-12-29 02:26:00,2023-12-29,02:26:00,2,OVC
5674,2023-12-29 02:51:00,2023-12-29,02:51:00,2,OVC
5675,2023-12-29 03:51:00,2023-12-29,03:51:00,3,OVC
5676,2023-12-29 04:11:00,2023-12-29,04:11:00,4,OVC
5677,2023-12-29 04:51:00,2023-12-29,04:51:00,4,OVC
5678,2023-12-29 05:03:00,2023-12-29,05:03:00,5,OVC
5679,2023-12-29 05:34:00,2023-12-29,05:34:00,5,OVC
5680,2023-12-29 05:44:00,2023-12-29,05:44:00,5,OVC
5681,2023-12-29 05:51:00,2023-12-29,05:51:00,5,OVC
5682,2023-12-29 05:59:00,2023-12-29,05:59:00,5,OVC
5683,2023-12-29 06:12:00,2023-12-29,06:12:00,6,OVC
5684,2023-12-29 06:34:00,2023-12-29,06:34:00,6,OVC
5685,2023-12-29 06:51:00,2023-12-29,06:51:00,6,OVC
5686,2023-12-29 07:00:00,2023-12-29,07:00:00,7,OVC
5687,2023-12-29 07:29:00,2023-12-29,07:29:00,7,OVC
5688,2023-12-29 07:48:00,2023-12-29,07:48:00,7,OVC
5689,2023-12-29 07:56:00,2023-12-29,07:56:00,7,OVC
5690,2023-12-29 08:07:00,2023-12-29,08:07:00,8,OVC
5691,2023-12-29 08:35:00,2023-12-29,08:35:00,8,OVC
5692,2023-12-29 09:30:00,2023-12-29,09:30:00,9,OVC
5693,2023-12-29 09:38:00,2023-12-29,09:38:00,9,OVC
5694,2023-12-29 09:51:00,2023-12-29,09:51:00,9,OVC
5695,2023-12-29 10:51:00,2023-12-29,10:51:00,10,OVC
5696,2023-12-29 11:12:00,2023-12-29,11:12:00,11,OVC
5697,2023-12-29 11:27:00,2023-12-29,11:27:00,11,OVC
5698,2023-12-29 11:51:00,2023-12-29,11:51:00,11,OVC
5699,2023-12-29 12:00:00,2023-12-29,12:00:00,12,OVC
5700,2023-12-29 12:11:00,2023-12-29,12:11:00,12,OVC
5701,2023-12-29 12:51:00,2023-12-29,12:51:00,12,OVC
5702,2023-12-29 13:51:00,2023-12-29,13:51:00,13,OVC
5703,2023-12-29 14:51:00,2023-12-29,14:51:00,14,SCT
5704,2023-12-29 15:51:00,2023-12-29,15:51:00,15,BKN
5705,2023-12-29 16:51:00,2023-12-29,16:51:00,16,BKN
5706,2023-12-29 17:51:00,2023-12-29,17:51:00,17,SCT
5707,2023-12-29 18:51:00,2023-12-29,18:51:00,18,CLR
5708,2023-12-29 19:51:00,2023-12-29,19:51:00,19,FEW
5709,2023-12-29 20:51:00,2023-12-29,20:51:00,20,CLR
5710,2023-12-29 21:51:00,2023-12-29,21:51:00,21,OVC
5711,2023-12-29 22:51:00,2023-12-29,22:51:00,22,OVC
5712,2023-12-29 23:51:00,2023-12-29,23:51:00,23,OVC
5713,2023-12-30 00:51:00,2023-12-30,00:51:00,0,OVC
5714,2023-12-30 01:51:00,2023-12-30,01:51:00,1,OVC
5715,2023-12-30 02:10:00,2023-12-30,02:10:00,2,OVC
5716,2023-12-30 02:51:00,2023-12-30,02:51:00,2,OVC
5717,2023-12-30 03:51:00,2023-12-30,03:51:00,3,BKN
5718,2023-12-30 04:51:00,2023-12-30,04:51:00,4,BKN
5719,2023-12-30 05:51:00,2023-12-30,05:51:00,5,BKN
5720,2023-12-30 06:51:00,2023-12-30,06:51:00,6,CLR
5721,2023-12-30 07:51:00,2023-12-30,07:51:00,7,CLR
5722,2023-12-30 08:51:00,2023-12-30,08:51:00,8,CLR
5723,2023-12-30 09:51:00,2023-12-30,09:51:00,9,CLR
5724,2023-12-30 10:51:00,2023-12-30,10:51:00,10,CLR
5725,2023-12-30 11:51:00,2023-12-30,11:51:00,11,CLR
5726,2023-12-30 12:51:00,2023-12-30,12:51:00,12,OVC
5727,2023-12-30 13:51:00,2023-12-30,13:51:00,13,OVC
5728,2023-12-30 14:51:00,2023-12-30,14:51:00,14,OVC
5729,2023-12-30 15:51:00,2023-12-30,15:51:00,15,BKN
5730,2023-12-30 16:51:00,2023-12-30,16:51:00,16,OVC
5731,2023-12-30 17:51:00,2023-12-30,17:51:00,17,OVC
5732,2023-12-30 18:51:00,2023-12-30,18:51:00,18,OVC
5733,2023-12-30 20:51:00,2023-12-30,20:51:00,20,OVC
5734,2023-12-30 21:51:00,2023-12-30,21:51:00,21,BKN
5735,2023-12-30 22:51:00,2023-12-30,22:51:00,22,OVC
5736,2023-12-30 23:51:00,2023-12-30,23:51:00,23,SCT
5737,2023-12-31 00:51:00,2023-12-31,00:51:00,0,BKN
5738,2023-12-31 01:51:00,2023-12-31,01:51:00,1,CLR
5739,2023-12-31 02:51:00,2023-12-31,02:51:00,2,CLR
5740,2023-12-31 03:51:00,2023-12-31,03:51:00,3,BKN
5741,2023-12-31 04:51:00,2023-12-31,04:51:00,4,BKN
5742,2023-12-31 05:51:00,2023-12-31,05:51:00,5,OVC
5743,2023-12-31 06:51:00,2023-12-31,06:51:00,6,OVC
5744,2023-12-31 07:51:00,2023-12-31,07:51:00,7,OVC
5745,2023-12-31 08:51:00,2023-12-31,08:51:00,8,OVC
5746,2023-12-31 09:51:00,2023-12-31,09:51:00,9,OVC
5747,2023-12-31 10:51:00,2023-12-31,10:51:00,10,OVC
5748,2023-12-31 11:51:00,2023-12-31,11:51:00,11,SCT
5749,2023-12-31 12:51:00,2023-12-31,12:51:00,12,BKN
5750,2023-12-31 13:51:00,2023-12-31,13:51:00,13,OVC
5751,2023-12-31 14:51:00,2023-12-31,14:51:00,14,OVC
5752,2023-12-31 15:51:00,2023-12-31,15:51:00,15,OVC
5753,2023-12-31 16:51:00,2023-12-31,16:51:00,16,OVC
5754,2023-12-31 17:51:00,2023-12-31,17:51:00,17,OVC
5755,2023-12-31 19:51:00,2023-12-31,19:51:00,19,OVC
5756,2023-12-31 20:51:00,2023-12-31,20:51:00,20,OVC
5757,2023-12-31 21:51:00,2023-12-31,21:51:00,21,OVC
5758,2023-12-31 22:51:00,2023-12-31,22:51:00,22,OVC
5759,2023-12-31 23:51:00,2023-12-31,23:51:00,23,OVC
5760,2024-01-01 00:51:00,2024-01-01,00:51:00,0,OVC
5761,2024-01-01 01:51:00,2024-01-01,01:51:00,1,OVC
5762,2024-01-01 02:51:00,2024-01-01,02:51:00,2,OVC
5763,2024-01-01 03:51:00,2024-01-01,03:51:00,3,OVC
5764,2024-01-01 04:51:00,2024-01-01,04:51:00,4,OVC
5765,2024-01-01 05:51:00,2024-01-01,05:51:00,5,OVC
5766,2024-01-01 06:51:00,2024-01-01,06:51:00,6,OVC
5767,2024-01-01 07:51:00,2024-01-01,07:51:00,7,OVC
5768,2024-01-01 08:51:00,2024-01-01,08:51:00,8,OVC
5769,2024-01-01 09:51:00,2024-01-01,09:51:00,9,BKN
5770,2024-01-01 10:51:00,2024-01-01,10:51:00,10,OVC
5771,2024-01-01 11:20:00,2024-01-01,11:20:00,11,OVC
5772,2024-01-01 11:51:00,2024-01-01,11:51:00,11,OVC
5773,2024-01-01 12:51:00,2024-01-01,12:51:00,12,OVC
5774,2024-01-01 13:51:00,2024-01-01,13:51:00,13,OVC
5775,2024-01-01 14:51:00,2024-01-01,14:51:00,14,OVC
5776,2024-01-01 15:51:00,2024-01-01,15:51:00,15,SCT
5777,2024-01-01 16:51:00,2024-01-01,16:51:00,16,CLR
5778,2024-01-01 17:51:00,2024-01-01,17:51:00,17,BKN
5779,2024-01-01 18:51:00,2024-01-01,18:51:00,18,BKN
5780,2024-01-01 19:51:00,2024-01-01,19:51:00,19,OVC
5781,2024-01-01 20:51:00,2024-01-01,20:51:00,20,OVC
5782,2024-01-01 21:51:00,2024-01-01,21:51:00,21,OVC
5783,2024-01-01 22:51:00,2024-01-01,22:51:00,22,CLR
5784,2024-01-01 23:51:00,2024-01-01,23:51:00,23,CLR
5785,2024-01-02 00:51:00,2024-01-02,00:51:00,0,FEW
5786,2024-01-02 01:51:00,2024-01-02,01:51:00,1,CLR
5787,2024-01-02 02:51:00,2024-01-02,02:51:00,2,CLR
5788,2024-01-02 03:51:00,2024-01-02,03:51:00,3,CLR
5789,2024-01-02 04:51:00,2024-01-02,04:51:00,4,CLR
5790,2024-01-02 05:51:00,2024-01-02,05:51:00,5,CLR
5791,2024-01-02 06:51:00,2024-01-02,06:51:00,6,CLR
5792,2024-01-02 07:51:00,2024-01-02,07:51:00,7,CLR
5793,2024-01-02 08:51:00,2024-01-02,08:51:00,8,CLR
5794,2024-01-02 09:51:00,2024-01-02,09:51:00,9,CLR
5795,2024-01-02 10:51:00,2024-01-02,10:51:00,10,CLR
5796,2024-01-02 11:51:00,2024-01-02,11:51:00,11,CLR
5797,2024-01-02 13:51:00,2024-01-02,13:51:00,13,CLR
5798,2024-01-02 14:51:00,2024-01-02,14:51:00,14,CLR
5799,2024-01-02 15:51:00,2024-01-02,15:51:00,15,CLR
5800,2024-01-02 16:51:00,2024-01-02,16:51:00,16,CLR
5801,2024-01-02 17:51:00,2024-01-02,17:51:00,17,CLR
5802,2024-01-02 18:51:00,2024-01-02,18:51:00,18,CLR
5803,2024-01-02 19:51:00,2024-01-02,19:51:00,19,CLR
5804,2024-01-02 20:51:00,2024-01-02,20:51:00,20,CLR
5805,2024-01-02 21:51:00,2024-01-02,21:51:00,21,CLR
5806,2024-01-02 22:51:00,2024-01-02,22:51:00,22,CLR
5807,2024-01-02 23:51:00,2024-01-02,23:51:00,23,CLR
5808,2024-01-03 00:51:00,2024-01-03,00:51:00,0,CLR
5809,2024-01-03 01:51:00,2024-01-03,01:51:00,1,CLR
5810,2024-01-03 02:51:00,2024-01-03,02:51:00,2,CLR
5811,2024-01-03 03:51:00,2024-01-03,03:51:00,3,CLR
5812,2024-01-03 04:51:00,2024-01-03,04:51:00,4,CLR
5813,2024-01-03 05:51:00,2024-01-03,05:51:00,5,CLR
5814,2024-01-03 06:51:00,2024-01-03,06:51:00,6,CLR
5815,2024-01-03 07:51:00,2024-01-03,07:51:00,7,CLR
5816,2024-01-03 08:51:00,2024-01-03,08:51:00,8,CLR
5817,2024-01-03 09:51:00,2024-01-03,09:51:00,9,CLR
5818,2024-01-03 10:51:00,2024-01-03,10:51:00,10,CLR
5819,2024-01-03 11:51:00,2024-01-03,11:51:00,11,CLR
5820,2024-01-03 12:51:00,2024-01-03,12:51:00,12,CLR
5821,2024-01-03 13:51:00,2024-01-03,13:51:00,13,CLR
5822,2024-01-03 14:51:00,2024-01-03,14:51:00,14,CLR
5823,2024-01-03 15:51:00,2024-01-03,15:51:00,15,CLR
5824,2024-01-03 16:51:00,2024-01-03,16:51:00,16,CLR
5825,2024-01-03 17:51:00,2024-01-03,17:51:00,17,OVC
5826,2024-01-03 18:51:00,2024-01-03,18:51:00,18,OVC
5827,2024-01-03 19:51:00,2024-01-03,19:51:00,19,OVC
5828,2024-01-03 20:51:00,2024-01-03,20:51:00,20,OVC
5829,2024-01-03 21:51:00,2024-01-03,21:51:00,21,OVC
5830,2024-01-03 22:51:00,2024-01-03,22:51:00,22,OVC
5831,2024-01-03 23:51:00,2024-01-03,23:51:00,23,OVC
5832,2024-01-04 00:51:00,2024-01-04,00:51:00,0,OVC
5833,2024-01-04 01:51:00,2024-01-04,01:51:00,1,OVC
5834,2024-01-04 02:51:00,2024-01-04,02:51:00,2,OVC
5835,2024-01-04 03:51:00,2024-01-04,03:51:00,3,OVC
5836,2024-01-04 04:51:00,2024-01-04,04:51:00,4,OVC
5837,2024-01-04 05:51:00,2024-01-04,05:51:00,5,OVC
5838,2024-01-04 06:51:00,2024-01-04,06:51:00,6,OVC
5839,2024-01-04 07:51:00,2024-01-04,07:51:00,7,OVC
5840,2024-01-04 08:51:00,2024-01-04,08:51:00,8,OVC
5841,2024-01-04 09:51:00,2024-01-04,09:51:00,9,OVC
5842,2024-01-04 10:51:00,2024-01-04,10:51:00,10,OVC
5843,2024-01-04 11:51:00,2024-01-04,11:51:00,11,OVC
5844,2024-01-04 12:51:00,2024-01-04,12:51:00,12,OVC
5845,2024-01-04 13:51:00,2024-01-04,13:51:00,13,OVC
5846,2024-01-04 14:51:00,2024-01-04,14:51:00,14,OVC
5847,2024-01-04 15:51:00,2024-01-04,15:51:00,15,OVC
5848,2024-01-04 16:51:00,2024-01-04,16:51:00,16,OVC
5849,2024-01-04 17:51:00,2024-01-04,17:51:00,17,OVC
5850,2024-01-04 18:51:00,2024-01-04,18:51:00,18,SCT
5851,2024-01-04 19:51:00,2024-01-04,19:51:00,19,SCT
5852,2024-01-04 20:51:00,2024-01-04,20:51:00,20,CLR
5853,2024-01-04 21:51:00,2024-01-04,21:51:00,21,CLR
5854,2024-01-04 22:51:00,2024-01-04,22:51:00,22,CLR
5855,2024-01-04 23:51:00,2024-01-04,23:51:00,23,CLR
5856,2024-01-05 00:51:00,2024-01-05,00:51:00,0,CLR
5857,2024-01-05 01:51:00,2024-01-05,01:51:00,1,CLR
5858,2024-01-05 02:51:00,2024-01-05,02:51:00,2,CLR
5859,2024-01-05 03:51:00,2024-01-05,03:51:00,3,CLR
5860,2024-01-05 04:51:00,2024-01-05,04:51:00,4,CLR
5861,2024-01-05 05:51:00,2024-01-05,05:51:00,5,CLR
5862,2024-01-05 06:51:00,2024-01-05,06:51:00,6,CLR
5863,2024-01-05 07:51:00,2024-01-05,07:51:00,7,CLR
5864,2024-01-05 08:51:00,2024-01-05,08:51:00,8,CLR
5865,2024-01-05 09:51:00,2024-01-05,09:51:00,9,CLR
5866,2024-01-05 10:51:00,2024-01-05,10:51:00,10,CLR
5867,2024-01-05 11:51:00,2024-01-05,11:51:00,11,CLR
5868,2024-01-05 12:51:00,2024-01-05,12:51:00,12,CLR
5869,2024-01-05 13:51:00,2024-01-05,13:51:00,13,CLR
5870,2024-01-05 14:51:00,2024-01-05,14:51:00,14,CLR
5871,2024-01-05 15:51:00,2024-01-05,15:51:00,15,CLR
5872,2024-01-05 16:51:00,2024-01-05,16:51:00,16,CLR
5873,2024-01-05 17:51:00,2024-01-05,17:51:00,17,CLR
5874,2024-01-05 18:51:00,2024-01-05,18:51:00,18,CLR
5875,2024-01-05 19:51:00,2024-01-05,19:51:00,19,CLR
5876,2024-01-05 20:51:00,2024-01-05,20:51:00,20,CLR
5877,2024-01-05 21:51:00,2024-01-05,21:51:00,21,CLR
5878,2024-01-05 22:51:00,2024-01-05,22:51:00,22,CLR
5879,2024-01-05 23:51:00,2024-01-05,23:51:00,23,CLR
5880,2024-01-06 00:51:00,2024-01-06,00:51:00,0,CLR
5881,2024-01-06 01:51:00,2024-01-06,01:51:00,1,CLR
5882,2024-01-06 02:51:00,2024-01-06,02:51:00,2,CLR
5883,2024-01-06 03:51:00,2024-01-06,03:51:00,3,CLR
5884,2024-01-06 04:51:00,2024-01-06,04:51:00,4,CLR
5885,2024-01-06 05:32:00,2024-01-06,05:32:00,5,CLR
5886,2024-01-06 05:40:00,2024-01-06,05:40:00,5,CLR
5887,2024-01-06 05:51:00,2024-01-06,05:51:00,5,CLR
5888,2024-01-06 06:51:00,2024-01-06,06:51:00,6,CLR
5889,2024-01-06 07:51:00,2024-01-06,07:51:00,7,CLR
5890,2024-01-06 08:51:00,2024-01-06,08:51:00,8,CLR
5891,2024-01-06 09:51:00,2024-01-06,09:51:00,9,CLR
5892,2024-01-06 10:51:00,2024-01-06,10:51:00,10,CLR
5893,2024-01-06 11:51:00,2024-01-06,11:51:00,11,CLR
5894,2024-01-06 12:51:00,2024-01-06,12:51:00,12,CLR
5895,2024-01-06 13:51:00,2024-01-06,13:51:00,13,CLR
5896,2024-01-06 14:51:00,2024-01-06,14:51:00,14,CLR
5897,2024-01-06 15:51:00,2024-01-06,15:51:00,15,CLR
5898,2024-01-06 16:51:00,2024-01-06,16:51:00,16,SCT
5899,2024-01-06 17:51:00,2024-01-06,17:51:00,17,OVC
5900,2024-01-06 18:51:00,2024-01-06,18:51:00,18,OVC
5901,2024-01-06 19:37:00,2024-01-06,19:37:00,19,OVC
5902,2024-01-06 19:51:00,2024-01-06,19:51:00,19,OVC
5903,2024-01-06 20:10:00,2024-01-06,20:10:00,20,OVC
5904,2024-01-06 20:34:00,2024-01-06,20:34:00,20,OVC
5905,2024-01-06 20:51:00,2024-01-06,20:51:00,20,FG
5906,2024-01-06 21:02:00,2024-01-06,21:02:00,21,FG
5907,2024-01-06 21:10:00,2024-01-06,21:10:00,21,FG
5908,2024-01-06 21:22:00,2024-01-06,21:22:00,21,OVC
5909,2024-01-06 21:27:00,2024-01-06,21:27:00,21,OVC
5910,2024-01-06 21:51:00,2024-01-06,21:51:00,21,OVC
5911,2024-01-06 22:05:00,2024-01-06,22:05:00,22,OVC
5912,2024-01-06 22:49:00,2024-01-06,22:49:00,22,OVC
5913,2024-01-06 22:51:00,2024-01-06,22:51:00,22,OVC
5914,2024-01-06 23:00:00,2024-01-06,23:00:00,23,OVC
5915,2024-01-06 23:29:00,2024-01-06,23:29:00,23,OVC
5916,2024-01-06 23:51:00,2024-01-06,23:51:00,23,OVC
5917,2024-01-07 00:17:00,2024-01-07,00:17:00,0,OVC
5918,2024-01-07 00:44:00,2024-01-07,00:44:00,0,OVC
5919,2024-01-07 00:51:00,2024-01-07,00:51:00,0,OVC
5920,2024-01-07 01:51:00,2024-01-07,01:51:00,1,OVC
5921,2024-01-07 02:35:00,2024-01-07,02:35:00,2,OVC
5922,2024-01-07 02:51:00,2024-01-07,02:51:00,2,OVC
5923,2024-01-07 03:01:00,2024-01-07,03:01:00,3,OVC
5924,2024-01-07 03:51:00,2024-01-07,03:51:00,3,OVC
5925,2024-01-07 04:51:00,2024-01-07,04:51:00,4,OVC
5926,2024-01-07 05:51:00,2024-01-07,05:51:00,5,OVC
5927,2024-01-07 06:51:00,2024-01-07,06:51:00,6,OVC
5928,2024-01-07 07:51:00,2024-01-07,07:51:00,7,OVC
5929,2024-01-07 08:51:00,2024-01-07,08:51:00,8,OVC
5930,2024-01-07 09:51:00,2024-01-07,09:51:00,9,OVC
5931,2024-01-07 10:51:00,2024-01-07,10:51:00,10,OVC
5932,2024-01-07 10:59:00,2024-01-07,10:59:00,10,OVC
5933,2024-01-07 11:51:00,2024-01-07,11:51:00,11,OVC
5934,2024-01-07 12:51:00,2024-01-07,12:51:00,12,OVC
5935,2024-01-07 13:51:00,2024-01-07,13:51:00,13,OVC
5936,2024-01-07 14:35:00,2024-01-07,14:35:00,14,OVC
5937,2024-01-07 14:43:00,2024-01-07,14:43:00,14,OVC
5938,2024-01-07 14:51:00,2024-01-07,14:51:00,14,OVC
5939,2024-01-07 15:51:00,2024-01-07,15:51:00,15,OVC
5940,2024-01-07 16:07:00,2024-01-07,16:07:00,16,OVC
5941,2024-01-07 16:32:00,2024-01-07,16:32:00,16,OVC
5942,2024-01-07 16:51:00,2024-01-07,16:51:00,16,OVC
5943,2024-01-07 17:10:00,2024-01-07,17:10:00,17,OVC
5944,2024-01-07 17:35:00,2024-01-07,17:35:00,17,OVC
5945,2024-01-07 17:51:00,2024-01-07,17:51:00,17,OVC
5946,2024-01-07 18:42:00,2024-01-07,18:42:00,18,OVC
5947,2024-01-07 18:51:00,2024-01-07,18:51:00,18,OVC
5948,2024-01-07 19:51:00,2024-01-07,19:51:00,19,OVC
5949,2024-01-07 20:51:00,2024-01-07,20:51:00,20,OVC
5950,2024-01-07 21:12:00,2024-01-07,21:12:00,21,OVC
5951,2024-01-07 21:51:00,2024-01-07,21:51:00,21,OVC
5952,2024-01-07 22:00:00,2024-01-07,22:00:00,22,OVC
5953,2024-01-07 22:51:00,2024-01-07,22:51:00,22,OVC
5954,2024-01-07 23:25:00,2024-01-07,23:25:00,23,OVC
5955,2024-01-07 23:51:00,2024-01-07,23:51:00,23,OVC
5956,2024-01-08 00:51:00,2024-01-08,00:51:00,0,CLR
5957,2024-01-08 01:51:00,2024-01-08,01:51:00,1,BKN
5958,2024-01-08 02:51:00,2024-01-08,02:51:00,2,CLR
5959,2024-01-08 03:51:00,2024-01-08,03:51:00,3,OVC
5960,2024-01-08 04:15:00,2024-01-08,04:15:00,4,OVC
5961,2024-01-08 04:51:00,2024-01-08,04:51:00,4,OVC
5962,2024-01-08 05:51:00,2024-01-08,05:51:00,5,OVC
5963,2024-01-08 06:03:00,2024-01-08,06:03:00,6,OVC
5964,2024-01-08 06:32:00,2024-01-08,06:32:00,6,OVC
5965,2024-01-08 06:51:00,2024-01-08,06:51:00,6,OVC
5966,2024-01-08 07:51:00,2024-01-08,07:51:00,7,OVC
5967,2024-01-08 08:51:00,2024-01-08,08:51:00,8,FEW
5968,2024-01-08 09:51:00,2024-01-08,09:51:00,9,OVC
5969,2024-01-08 10:51:00,2024-01-08,10:51:00,10,SCT
5970,2024-01-08 11:51:00,2024-01-08,11:51:00,11,CLR
5971,2024-01-08 12:51:00,2024-01-08,12:51:00,12,BKN
5972,2024-01-08 13:51:00,2024-01-08,13:51:00,13,CLR
5973,2024-01-08 14:51:00,2024-01-08,14:51:00,14,CLR
5974,2024-01-08 15:51:00,2024-01-08,15:51:00,15,CLR
5975,2024-01-08 16:51:00,2024-01-08,16:51:00,16,CLR
5976,2024-01-08 17:51:00,2024-01-08,17:51:00,17,FEW
5977,2024-01-08 18:39:00,2024-01-08,18:39:00,18,CLR
5978,2024-01-08 18:47:00,2024-01-08,18:47:00,18,CLR
5979,2024-01-08 18:51:00,2024-01-08,18:51:00,18,CLR
5980,2024-01-08 19:51:00,2024-01-08,19:51:00,19,CLR
5981,2024-01-08 20:51:00,2024-01-08,20:51:00,20,CLR
5982,2024-01-08 21:51:00,2024-01-08,21:51:00,21,CLR
5983,2024-01-08 22:51:00,2024-01-08,22:51:00,22,CLR
5984,2024-01-08 23:51:00,2024-01-08,23:51:00,23,CLR
5985,2024-01-09 00:51:00,2024-01-09,00:51:00,0,CLR
5986,2024-01-09 01:51:00,2024-01-09,01:51:00,1,CLR
5987,2024-01-09 02:51:00,2024-01-09,02:51:00,2,CLR
5988,2024-01-09 03:51:00,2024-01-09,03:51:00,3,CLR
5989,2024-01-09 04:51:00,2024-01-09,04:51:00,4,CLR
5990,2024-01-09 05:51:00,2024-01-09,05:51:00,5,FEW
5991,2024-01-09 06:51:00,2024-01-09,06:51:00,6,CLR
5992,2024-01-09 07:51:00,2024-01-09,07:51:00,7,CLR
5993,2024-01-09 08:51:00,2024-01-09,08:51:00,8,CLR
5994,2024-01-09 09:51:00,2024-01-09,09:51:00,9,CLR
5995,2024-01-09 10:51:00,2024-01-09,10:51:00,10,FEW
