station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
NYC,2023-06-30 00:51,-73.9693,40.7790,27.00,74.00,63.00,68.76,0.00,0.00,0.00,30.04,1016.40,5.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,73.90,KNYC 300051Z AUTO 00000KT 5SM HZ CLR 23/17 A3004 RMK AO2 SLP164 T02330172 $,null
NYC,2023-06-30 01:51,-73.9693,40.7790,27.00,74.00,64.00,71.21,null,4.00,0.00,30.06,1017.00,5.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,73.90,KNYC 300151Z AUTO VRB04KT 5SM HZ CLR 23/18 A3006 RMK AO2 SLP170 T02330178 $,null
NYC,2023-06-30 02:51,-73.9693,40.7790,27.00,73.00,64.00,73.40,null,null,0.00,30.06,1017.10,5.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,73.00,KNYC 300251Z AUTO 5SM HZ CLR 23/18 A3006 RMK AO2 SLP171 T02280178 53007 $,null
NYC,2023-06-30 03:51,-73.9693,40.7790,27.00,72.00,65.00,78.35,0.00,0.00,0.00,30.06,1016.80,4.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,72.00,KNYC 300351Z AUTO 00000KT 4SM HZ CLR 22/18 A3006 RMK AO2 SLP168 T02220183 $,null
NYC,2023-06-30 04:51,-73.9693,40.7790,27.00,71.00,65.00,80.78,0.00,0.00,0.00,30.06,1016.90,4.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,71.10,KNYC 300451Z AUTO 00000KT 4SM HZ CLR 22/18 A3006 RMK AO2 SLP169 T02170183 402780183 $,null
NYC,2023-06-30 05:51,-73.9693,40.7790,27.00,70.00,66.00,87.14,0.00,0.00,0.00,30.06,1016.80,4.00,null,CLR,null,null,null,null,null,null,null,BR,null,null,null,null,null,null,70.00,KNYC 300551Z AUTO 00000KT 4SM BR CLR 21/19 A3006 RMK AO2 SLP168 T02110189 10244 20211 56002 $,null
NYC,2023-06-30 06:51,-73.9693,40.7790,27.00,70.00,66.00,87.14,0.00,0.00,0.00,30.06,1016.80,4.00,null,FEW,null,null,null,7000.00,null,null,null,BR,null,null,null,null,null,null,70.00,KNYC 300651Z AUTO 00000KT 4SM BR FEW070 21/19 A3006 RMK AO2 SLP168 T02110189 $,null
NYC,2023-06-30 07:51,-73.9693,40.7790,27.00,71.00,67.00,86.59,0.00,0.00,0.00,30.06,1016.90,4.00,null,BKN,OVC,null,null,5500.00,7000.00,null,null,BR,null,null,null,null,null,null,71.10,KNYC 300751Z AUTO 00000KT 4SM BR BKN055 OVC070 22/19 A3006 RMK AO2 SLP169 T02170194 $,null
NYC,2023-06-30 08:51,-73.9693,40.7790,27.00,70.00,66.00,87.14,0.00,0.00,0.00,30.06,1017.00,3.00,null,CLR,null,null,null,null,null,null,null,BR,null,null,null,null,null,null,70.00,KNYC 300851Z AUTO 00000KT 3SM BR CLR 21/19 A3006 RMK AO2 SLP170 T02110189 53002 $,null
NYC,2023-06-30 09:51,-73.9693,40.7790,27.00,70.00,66.00,87.14,0.00,0.00,0.00,30.07,1017.10,2.50,null,CLR,null,null,null,null,null,null,null,BR,null,null,null,null,null,null,70.00,KNYC 300951Z AUTO 00000KT 2 1/2SM BR CLR 21/19 A3007 RMK AO2 SLP171 T02110189 $,null
NYC,2023-06-30 10:51,-73.9693,40.7790,27.00,71.00,67.00,86.59,0.00,0.00,0.00,30.07,1017.20,2.50,null,CLR,null,null,null,null,null,null,null,BR,null,null,null,null,null,null,71.10,KNYC 301051Z AUTO 00000KT 2 1/2SM BR CLR 22/19 A3007 RMK AO2 SLP172 T02170194 $,null
NYC,2023-06-30 11:42,-73.9693,40.7790,27.00,73.00,67.00,81.20,0.00,0.00,0.00,30.08,null,3.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,73.00,KNYC 301142Z AUTO 00000KT 3SM HZ CLR 23/19 A3008 RMK AO2 T02280194 $,null
NYC,2023-06-30 11:51,-73.9693,40.7790,27.00,73.00,66.00,78.70,0.00,0.00,0.00,30.08,1017.50,3.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,73.00,KNYC 301151Z AUTO 00000KT 3SM HZ CLR 23/19 A3008 RMK AO2 SLP175 T02280189 10228 20211 53005 $,null
NYC,2023-06-30 12:01,-73.9693,40.7790,27.00,74.00,66.00,76.36,0.00,0.00,0.00,30.08,null,2.50,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,73.90,KNYC 301201Z AUTO 00000KT 2 1/2SM HZ CLR 23/19 A3008 RMK AO2 T02330189 $,null
NYC,2023-06-30 12:51,-73.9693,40.7790,27.00,76.00,63.00,64.31,0.00,0.00,0.00,30.08,1017.70,2.50,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,75.90,KNYC 301251Z AUTO 00000KT 2 1/2SM HZ CLR 24/17 A3008 RMK AO2 SLP177 T02440172 $,null
NYC,2023-06-30 13:51,-73.9693,40.7790,27.00,78.00,61.00,55.71,null,4.00,0.00,30.09,1017.80,2.50,null,FEW,null,null,null,4000.00,null,null,null,HZ,null,null,null,null,null,null,78.10,KNYC 301351Z AUTO VRB04KT 2 1/2SM HZ FEW040 26/16 A3009 RMK AO2 SLP178 T02560161 $,null
NYC,2023-06-30 14:51,-73.9693,40.7790,27.00,78.00,59.00,51.88,0.00,0.00,0.00,30.10,1018.10,2.00,null,FEW,FEW,SCT,null,3800.00,4600.00,5500.00,null,HZ,null,null,null,null,null,null,78.10,KNYC 301451Z AUTO 00000KT 2SM HZ FEW038 FEW046 SCT055 26/15 A3010 RMK AO2 SLP181 T02560150 53005 $,null
NYC,2023-06-30 15:51,-73.9693,40.7790,27.00,81.00,58.00,45.34,null,3.00,0.00,30.09,1017.90,2.50,null,FEW,null,null,null,5000.00,null,null,null,HZ,null,null,null,null,null,null,81.20,KNYC 301551Z AUTO VRB03KT 2 1/2SM HZ FEW050 27/14 A3009 RMK AO2 SLP179 T02720144 $,null
NYC,2023-06-30 16:29,-73.9693,40.7790,27.00,81.00,59.00,47.17,null,6.00,0.00,30.08,null,3.00,null,FEW,null,null,null,5500.00,null,null,null,HZ,null,null,null,null,null,null,81.40,KNYC 301629Z AUTO VRB06KT 3SM HZ FEW055 27/15 A3008 RMK AO2 T02720150 $,null
NYC,2023-06-30 16:42,-73.9693,40.7790,27.00,81.00,58.00,45.34,0.00,0.00,0.00,30.08,null,2.50,null,FEW,null,null,null,5500.00,null,null,null,HZ,null,null,null,null,null,null,81.20,KNYC 301642Z AUTO 00000KT 2 1/2SM HZ FEW055 27/14 A3008 RMK AO2 T02720144 $,null
NYC,2023-06-30 16:51,-73.9693,40.7790,27.00,82.00,59.00,45.66,null,3.00,0.00,30.08,1017.60,3.00,null,SCT,null,null,null,6000.00,null,null,null,HZ,null,null,null,null,null,null,82.15,KNYC 301651Z AUTO VRB03KT 3SM HZ SCT060 28/15 A3008 RMK AO2 SLP176 T02780150 $,null
NYC,2023-06-30 17:51,-73.9693,40.7790,27.00,83.00,59.00,44.34,null,null,0.00,30.07,1017.20,3.00,null,FEW,null,null,null,6500.00,null,null,null,HZ,null,null,null,null,null,null,82.86,KNYC 301751Z AUTO 3SM HZ FEW065 28/15 A3007 RMK AO2 SLP172 T02830150 10283 20228 58008 $,null
NYC,2023-06-30 18:51,-73.9693,40.7790,27.00,81.00,61.00,50.65,null,5.00,0.00,30.06,1016.90,3.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,81.81,KNYC 301851Z AUTO VRB05KT 3SM HZ CLR 27/16 A3006 RMK AO2 SLP169 T02720161 $,null
NYC,2023-06-30 19:40,-73.9693,40.7790,27.00,83.00,58.00,42.63,null,5.00,0.00,30.05,null,2.50,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,82.60,KNYC 301940Z AUTO VRB05KT 2 1/2SM HZ CLR 28/14 A3005 RMK AO2 T02830144 $,null
NYC,2023-06-30 19:51,-73.9693,40.7790,27.00,83.00,57.00,41.27,null,6.00,0.00,30.05,1016.60,2.50,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,82.41,KNYC 301951Z AUTO VRB06KT 2 1/2SM HZ CLR 28/14 A3005 RMK AO2 SLP166 T02830139 $,null
NYC,2023-06-30 20:51,-73.9693,40.7790,27.00,80.00,60.00,50.52,0.00,0.00,0.00,30.06,1016.80,2.50,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,80.94,KNYC 302051Z AUTO 00000KT 2 1/2SM HZ CLR 27/16 A3006 RMK AO2 SLP168 T02670156 55004 $,null
NYC,2023-06-30 21:34,-73.9693,40.7790,27.00,80.00,60.00,50.52,null,null,0.00,30.06,null,3.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,80.94,KNYC 302134Z AUTO 3SM HZ CLR 27/16 A3006 RMK AO2 T02670156 $,null
NYC,2023-06-30 21:51,-73.9693,40.7790,27.00,79.00,61.00,54.08,null,null,0.00,30.05,1016.70,3.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,79.00,KNYC 302151Z AUTO 3SM HZ CLR 26/16 A3005 RMK AO2 SLP167 T02610161 $,null
NYC,2023-06-30 22:51,-73.9693,40.7790,27.00,78.00,58.00,49.87,null,null,0.00,30.05,1016.70,4.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,78.10,KNYC 302251Z AUTO 4SM HZ CLR 26/14 A3005 RMK AO2 SLP167 T02560144 $,null
NYC,2023-06-30 23:51,-73.9693,40.7790,27.00,76.00,58.00,53.64,null,null,0.00,30.06,1016.90,5.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,75.90,KNYC 302351Z AUTO 5SM HZ CLR 24/14 A3006 RMK AO2 SLP169 T02440144 10289 20244 53001 $,null
NYC,2023-07-01 00:51,-73.9693,40.7790,27.00,75.00,56.00,51.43,null,null,0.00,30.06,1017.10,6.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,75.00,KNYC 010051Z AUTO 6SM HZ CLR 24/13 A3006 RMK AO2 SLP171 T02390133 $,null
NYC,2023-07-01 01:51,-73.9693,40.7790,27.00,74.00,56.00,53.36,0.00,0.00,0.00,30.08,1017.60,6.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,73.90,KNYC 010151Z AUTO 00000KT 6SM HZ CLR 23/13 A3008 RMK AO2 SLP176 T02330133 $,null
NYC,2023-07-01 02:51,-73.9693,40.7790,27.00,74.00,55.00,51.64,0.00,0.00,0.00,30.09,1017.80,6.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,73.90,KNYC 010251Z AUTO 00000KT 6SM HZ CLR 23/13 A3009 RMK AO2 SLP178 T02330128 51009 $,null
NYC,2023-07-01 03:51,-73.9693,40.7790,27.00,73.00,55.00,53.23,230.00,6.00,0.00,30.08,1017.70,6.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,73.00,KNYC 010351Z AUTO 23006KT 6SM HZ CLR 23/13 A3008 RMK AO2 SLP177 T02280128 $,null
NYC,2023-07-01 04:51,-73.9693,40.7790,27.00,73.00,53.00,49.66,210.00,3.00,0.00,30.08,1017.40,6.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,73.00,KNYC 010451Z AUTO 21003KT 6SM HZ CLR 23/12 A3008 RMK AO2 SLP174 T02280117 402890211 $,null
NYC,2023-07-01 05:51,-73.9693,40.7790,27.00,72.00,54.00,53.09,0.00,0.00,0.00,30.08,1017.50,6.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,72.00,KNYC 010551Z AUTO 00000KT 6SM HZ CLR 22/12 A3008 RMK AO2 SLP175 T02220122 10244 20222 55003 $,null
NYC,2023-07-01 06:51,-73.9693,40.7790,27.00,71.00,55.00,56.77,null,5.00,0.00,30.07,1017.10,6.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,71.10,KNYC 010651Z AUTO VRB05KT 6SM HZ CLR 22/13 A3007 RMK AO2 SLP171 T02170128 $,null
NYC,2023-07-01 07:51,-73.9693,40.7790,27.00,70.00,56.00,60.89,220.00,3.00,0.00,30.07,1017.20,6.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,70.00,KNYC 010751Z AUTO 22003KT 6SM HZ CLR 21/13 A3007 RMK AO2 SLP172 T02110133 $,null
NYC,2023-07-01 08:51,-73.9693,40.7790,27.00,70.00,58.00,65.45,210.00,3.00,0.00,30.07,1017.40,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70.00,KNYC 010851Z AUTO 21003KT 7SM CLR 21/14 A3007 RMK AO2 SLP174 T02110144 55001 $,null
NYC,2023-07-01 09:51,-73.9693,40.7790,27.00,69.00,59.00,70.21,0.00,0.00,0.00,30.08,1017.60,6.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,69.10,KNYC 010951Z AUTO 00000KT 6SM HZ CLR 21/15 A3008 RMK AO2 SLP176 T02060150 $,null
NYC,2023-07-01 10:51,-73.9693,40.7790,27.00,70.00,61.00,73.11,0.00,0.00,0.00,30.09,1017.80,6.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,70.00,KNYC 011051Z AUTO 00000KT 6SM HZ CLR 21/16 A3009 RMK AO2 SLP178 T02110161 $,null
NYC,2023-07-01 11:51,-73.9693,40.7790,27.00,74.00,60.00,62.05,0.00,0.00,0.00,30.09,1018.00,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73.90,KNYC 011151Z AUTO 00000KT 7SM CLR 23/16 A3009 RMK AO2 SLP180 T02330156 10233 20206 51006 $,null
NYC,2023-07-01 12:51,-73.9693,40.7790,27.00,75.00,59.00,57.50,0.00,0.00,0.00,30.10,1018.10,8.00,null,BKN,null,null,null,6500.00,null,null,null,null,null,null,null,null,null,null,75.00,KNYC 011251Z AUTO 00000KT 8SM BKN065 24/15 A3010 RMK AO2 SLP181 T02390150 $,null
NYC,2023-07-01 13:51,-73.9693,40.7790,27.00,75.00,59.00,57.50,0.00,0.00,0.00,30.09,1017.90,8.00,null,BKN,null,null,null,6500.00,null,null,null,null,null,null,null,null,null,null,75.00,KNYC 011351Z AUTO 00000KT 8SM BKN065 24/15 A3009 RMK AO2 SLP179 T02390150 $,null
NYC,2023-07-01 14:51,-73.9693,40.7790,27.00,77.00,60.00,55.95,0.00,0.00,0.00,30.09,1018.00,9.00,null,OVC,null,null,null,8000.00,null,null,null,null,null,null,null,null,null,null,77.00,KNYC 011451Z AUTO 00000KT 9SM OVC080 25/16 A3009 RMK AO2 SLP180 T02500156 54000 $,null
NYC,2023-07-01 15:51,-73.9693,40.7790,27.00,80.00,60.00,50.52,null,4.00,0.00,30.09,1017.90,7.00,null,SCT,null,null,null,5500.00,null,null,null,null,null,null,null,null,null,null,80.94,KNYC 011551Z AUTO VRB04KT 7SM SCT055 27/16 A3009 RMK AO2 SLP179 T02670156 $,null
NYC,2023-07-01 16:51,-73.9693,40.7790,27.00,81.00,60.00,49.06,0.00,0.00,0.00,30.07,1017.20,6.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,81.62,KNYC 011651Z AUTO 00000KT 6SM HZ CLR 27/16 A3007 RMK AO2 SLP172 T02720156 $,null
NYC,2023-07-01 17:51,-73.9693,40.7790,27.00,82.00,59.00,45.66,null,3.00,0.00,30.07,1017.40,5.00,null,FEW,null,null,null,7000.00,null,null,null,HZ,null,null,null,null,null,null,82.15,KNYC 011751Z AUTO VRB03KT 5SM HZ FEW070 28/15 A3007 RMK AO2 SLP174 T02780150 10278 20228 55006 $,null
NYC,2023-07-01 18:51,-73.9693,40.7790,27.00,81.00,60.00,49.06,null,5.00,0.00,30.05,1016.50,4.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,36.00,240.00,2023-07-01 18:33,81.62,KNYC 011851Z AUTO VRB05KT 4SM HZ CLR 27/16 A3005 RMK AO2 PK WND 24036/1833 SLP165 T02720156 $,null
NYC,2023-07-01 19:51,-73.9693,40.7790,27.00,79.00,60.00,52.38,null,null,0.00,30.04,1016.10,4.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,27.00,160.00,2023-07-01 19:01,79.00,KNYC 011951Z AUTO 4SM HZ CLR 26/16 A3004 RMK AO2 PK WND 16027/1901 SLP161 T02610156 $,null
NYC,2023-07-01 20:51,-73.9693,40.7790,27.00,78.00,61.00,55.71,null,4.00,0.00,30.02,1015.70,4.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,78.10,KNYC 012051Z AUTO VRB04KT 4SM HZ CLR 26/16 A3002 RMK AO2 SLP157 T02560161 56017 $,null
NYC,2023-07-01 21:51,-73.9693,40.7790,27.00,77.00,60.00,55.95,140.00,5.00,0.00,30.01,1015.20,4.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,77.00,KNYC 012151Z AUTO 14005KT 4SM HZ CLR 25/16 A3001 RMK AO2 SLP152 T02500156 $,null
NYC,2023-07-01 22:51,-73.9693,40.7790,27.00,75.00,60.00,59.81,null,null,0.00,30.00,1015.10,5.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,75.00,KNYC 012251Z AUTO 5SM HZ CLR 24/16 A3000 RMK AO2 SLP151 T02390156 $,null
NYC,2023-07-01 23:51,-73.9693,40.7790,27.00,74.00,61.00,64.07,null,3.00,0.00,30.01,1015.00,5.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,73.90,KNYC 012351Z AUTO VRB03KT 5SM HZ CLR 23/16 A3001 RMK AO2 SLP150 T02330161 10278 20233 55006 $,null
NYC,2023-07-02 00:51,-73.9693,40.7790,27.00,72.00,60.00,66.16,null,4.00,0.00,30.01,1015.10,9.00,null,FEW,null,null,null,9000.00,null,null,null,null,null,null,null,null,null,null,72.00,KNYC 020051Z AUTO VRB04KT 9SM FEW090 22/16 A3001 RMK AO2 SLP151 T02220156 $,null
NYC,2023-07-02 01:51,-73.9693,40.7790,27.00,72.00,63.00,73.31,null,3.00,0.00,30.00,1015.00,9.00,null,OVC,null,null,null,5000.00,null,null,null,null,null,null,null,null,null,null,72.00,KNYC 020151Z AUTO VRB03KT 9SM OVC050 22/17 A3000 RMK AO2 SLP150 T02220172 $,null
NYC,2023-07-02 02:51,-73.9693,40.7790,27.00,72.00,65.00,78.35,null,3.00,0.00,30.00,1014.80,7.00,null,OVC,null,null,null,5000.00,null,null,null,null,null,null,null,null,null,null,72.00,KNYC 020251Z AUTO VRB03KT 7SM OVC050 22/18 A3000 RMK AO2 SLP148 T02220183 58003 $,null
NYC,2023-07-02 03:51,-73.9693,40.7790,27.00,73.00,65.00,75.75,null,3.00,0.00,29.99,1014.40,8.00,null,BKN,BKN,null,null,4800.00,6000.00,null,null,null,null,null,null,null,null,null,73.00,KNYC 020351Z AUTO VRB03KT 8SM BKN048 BKN060 23/18 A2999 RMK AO2 SLP144 T02280183 $,null
NYC,2023-07-02 04:51,-73.9693,40.7790,27.00,72.00,66.00,81.41,0.00,0.00,0.00,29.98,1014.30,8.00,null,OVC,null,null,null,5500.00,null,null,null,null,null,null,null,null,null,null,72.00,KNYC 020451Z AUTO 00000KT 8SM OVC055 22/19 A2998 RMK AO2 SLP143 T02220189 402780206 $,null
NYC,2023-07-02 05:51,-73.9693,40.7790,27.00,72.00,67.00,83.99,0.00,0.00,0.00,29.97,1013.80,8.00,null,BKN,OVC,null,null,5000.00,6000.00,null,null,null,null,null,null,null,null,null,72.00,KNYC 020551Z AUTO 00000KT 8SM BKN050 OVC060 22/19 A2997 RMK AO2 SLP138 T02220194 10233 20222 58010 $,null
NYC,2023-07-02 06:51,-73.9693,40.7790,27.00,73.00,67.00,81.20,null,5.00,T,29.95,1013.00,4.00,null,OVC,null,null,null,4600.00,null,null,null,-RA,null,null,null,null,null,null,73.00,KNYC 020651Z AUTO VRB05KT 4SM -RA OVC046 23/19 A2995 RMK AO2 RAB50 SLP130 P0000 T02280194 $,null
NYC,2023-07-02 07:24,-73.9693,40.7790,27.00,71.00,69.00,93.40,0.00,0.00,0.02,29.94,null,4.00,null,BKN,BKN,OVC,null,1100.00,1600.00,4300.00,null,BR,null,null,null,null,null,null,71.10,KNYC 020724Z AUTO 00000KT 4SM BR BKN011 BKN016 OVC043 22/21 A2994 RMK AO2 RAE04 CIG 008V013 P0002 T02170206 $,null
NYC,2023-07-02 07:39,-73.9693,40.7790,27.00,71.00,69.00,93.40,null,3.00,0.02,29.93,null,5.00,null,SCT,SCT,OVC,null,1000.00,1500.00,4300.00,null,BR,null,null,null,null,null,null,71.10,KNYC 020739Z AUTO VRB03KT 5SM BR SCT010 SCT015 OVC043 22/21 A2993 RMK AO2 RAE04 P0002 T02170206 $,null
NYC,2023-07-02 07:51,-73.9693,40.7790,27.00,71.00,69.00,93.40,null,3.00,0.02,29.93,1012.30,4.00,null,SCT,OVC,null,null,1000.00,4100.00,null,null,BR,null,null,null,null,null,null,71.10,KNYC 020751Z AUTO VRB03KT 4SM BR SCT010 OVC041 22/21 A2993 RMK AO2 RAE04 SLP123 P0002 T02170206 $,null
NYC,2023-07-02 08:09,-73.9693,40.7790,27.00,71.00,69.00,93.40,null,3.00,0.00,29.92,null,5.00,null,BKN,OVC,null,null,1000.00,3900.00,null,null,BR,null,null,null,null,null,null,71.10,KNYC 020809Z AUTO VRB03KT 5SM BR BKN010 OVC039 22/21 A2992 RMK AO2 T02170206 $,null
NYC,2023-07-02 08:25,-73.9693,40.7790,27.00,71.00,68.00,89.94,0.00,0.00,0.00,29.92,null,6.00,null,SCT,BKN,BKN,null,1100.00,3500.00,4300.00,null,BR,null,null,null,null,null,null,71.10,KNYC 020825Z AUTO 00000KT 6SM BR SCT011 BKN035 BKN043 22/20 A2992 RMK AO2 T02170200 $,null
NYC,2023-07-02 08:51,-73.9693,40.7790,27.00,70.00,67.00,89.90,0.00,0.00,0.00,29.92,1012.20,6.00,null,SCT,BKN,OVC,null,1300.00,3500.00,4900.00,null,BR,null,null,null,null,null,null,70.00,KNYC 020851Z AUTO 00000KT 6SM BR SCT013 BKN035 OVC049 21/19 A2992 RMK AO2 SLP122 60002 T02110194 56016 $,null
NYC,2023-07-02 09:04,-73.9693,40.7790,27.00,71.00,68.00,89.94,null,4.00,0.00,29.91,null,5.00,null,BKN,BKN,OVC,null,1300.00,3500.00,4900.00,null,BR,null,null,null,null,null,null,71.10,KNYC 020904Z AUTO VRB04KT 5SM BR BKN013 BKN035 OVC049 22/20 A2991 RMK AO2 T02170200 $,null
NYC,2023-07-02 09:32,-73.9693,40.7790,27.00,70.00,67.00,89.90,0.00,0.00,0.00,29.92,null,6.00,null,SCT,BKN,OVC,null,1100.00,3000.00,10000.00,null,BR,null,null,null,null,null,null,70.00,KNYC 020932Z AUTO 00000KT 6SM BR SCT011 BKN030 OVC100 21/19 A2992 RMK AO2 T02110194 $,null
NYC,2023-07-02 09:51,-73.9693,40.7790,27.00,71.00,67.00,86.59,0.00,0.00,0.00,29.92,1012.00,6.00,null,FEW,BKN,BKN,null,3000.00,4000.00,5500.00,null,BR,null,null,null,null,null,null,71.10,KNYC 020951Z AUTO 00000KT 6SM BR FEW030 BKN040 BKN055 22/19 A2992 RMK AO2 SLP120 T02170194 $,null
NYC,2023-07-02 10:29,-73.9693,40.7790,27.00,72.00,68.00,87.24,null,4.00,0.00,29.92,null,7.00,null,BKN,BKN,BKN,null,2600.00,3300.00,4300.00,null,null,null,null,null,null,null,null,72.00,KNYC 021029Z AUTO VRB04KT 7SM BKN026 BKN033 BKN043 22/20 A2992 RMK AO2 T02220200 $,null
NYC,2023-07-02 10:51,-73.9693,40.7790,27.00,72.00,68.00,87.24,null,3.00,0.00,29.92,1012.20,6.00,null,BKN,BKN,null,null,2600.00,10000.00,null,null,BR,null,null,null,null,null,null,72.00,KNYC 021051Z AUTO VRB03KT 6SM BR BKN026 BKN100 22/20 A2992 RMK AO2 SLP122 T02220200 $,null
NYC,2023-07-02 11:03,-73.9693,40.7790,27.00,71.00,68.00,89.94,0.00,0.00,0.00,29.92,null,6.00,null,SCT,BKN,null,null,2600.00,11000.00,null,null,BR,null,null,null,null,null,null,71.10,KNYC 021103Z AUTO 00000KT 6SM BR SCT026 BKN110 22/20 A2992 RMK AO2 T02170200 $,null
NYC,2023-07-02 11:49,-73.9693,40.7790,27.00,73.40,66.20,78.19,0.00,0.00,0.00,29.92,null,6.00,null,BKN,BKN,null,null,2300.00,3000.00,null,null,HZ,null,null,null,null,null,null,73.40,KNYC 021149Z AUTO 00000KT 6SM HZ BKN023 BKN030 23/19 A2992 RMK AO2 $,null
NYC,2023-07-02 11:51,-73.9693,40.7790,27.00,73.00,67.00,81.20,0.00,0.00,0.00,29.92,1012.10,6.00,null,BKN,OVC,null,null,2300.00,3000.00,null,null,HZ,null,null,null,null,null,null,73.00,KNYC 021151Z AUTO 00000KT 6SM HZ BKN023 OVC030 23/19 A2992 RMK AO2 SLP121 60002 70002 T02280194 10228 20211 51001 $,null
NYC,2023-07-02 12:27,-73.9693,40.7790,27.00,73.00,67.00,81.20,null,4.00,0.00,29.91,null,6.00,null,SCT,SCT,BKN,null,2400.00,3200.00,4100.00,null,HZ,null,null,null,null,null,null,73.00,KNYC 021227Z AUTO VRB04KT 6SM HZ SCT024 SCT032 BKN041 23/19 A2991 RMK AO2 T02280194 $,null
NYC,2023-07-02 12:51,-73.9693,40.7790,27.00,75.00,68.00,78.86,0.00,0.00,0.00,29.91,1011.90,6.00,null,FEW,SCT,BKN,null,1900.00,3500.00,5500.00,null,HZ,null,null,null,null,null,null,75.00,KNYC 021251Z AUTO 00000KT 6SM HZ FEW019 SCT035 BKN055 24/20 A2991 RMK AO2 SLP119 T02390200 $,null
NYC,2023-07-02 13:19,-73.9693,40.7790,27.00,76.00,68.00,76.53,null,3.00,0.00,29.90,null,6.00,null,BKN,null,null,null,1900.00,null,null,null,HZ,null,null,null,null,null,null,75.90,KNYC 021319Z AUTO VRB03KT 6SM HZ BKN019 24/20 A2990 RMK AO2 T02440200 $,null
NYC,2023-07-02 13:51,-73.9693,40.7790,27.00,78.00,68.00,71.14,null,5.00,0.00,29.90,1011.50,5.00,null,OVC,null,null,null,1900.00,null,null,null,HZ,null,null,null,null,null,null,78.10,KNYC 021351Z AUTO VRB05KT 5SM HZ OVC019 26/20 A2990 RMK AO2 SLP115 T02560200 $,null
NYC,2023-07-02 14:51,-73.9693,40.7790,27.00,78.00,69.00,73.88,0.00,0.00,0.00,29.90,1011.60,5.00,null,OVC,null,null,null,1800.00,null,null,null,HZ,null,null,null,null,null,null,78.10,KNYC 021451Z AUTO 00000KT 5SM HZ OVC018 26/21 A2990 RMK AO2 SLP116 T02560206 55005 $,null
NYC,2023-07-02 15:51,-73.9693,40.7790,27.00,80.00,70.00,71.35,250.00,3.00,0.00,29.90,1011.50,6.00,null,BKN,OVC,null,null,2200.00,2700.00,null,null,HZ,null,null,null,null,null,null,83.28,KNYC 021551Z AUTO 25003KT 6SM HZ BKN022 OVC027 27/21 A2990 RMK AO2 SLP115 T02670211 $,null
